,Palavras,Rotulo,Sentenca
49056,e,O,4367
49057,1,B-TEMPO_ARMAZENAMENTO,4367
49058,ano,I-TEMPO_ARMAZENAMENTO,4367
49059,em,O,4367
49060,bálsamo,B-TIPO_MADEIRA,4367
49062,LOCAL,O,4368
49063,DE,O,4368
49064,PRODUÇÃO,O,4368
49066,Cachaça,O,4368
49067,Gaúcha,O,4368
49068,produzida,O,4368
49069,em,O,4368
49070,Ivoti,B-NOME_LOCAL,4368
49072,Rio,B-NOME_LOCAL,4368
49073,Grande,I-NOME_LOCAL,4368
49074,do,I-NOME_LOCAL,4368
49075,Sul,I-NOME_LOCAL,4368
49077,Brasil,B-NOME_LOCAL,4368
49078,PREMIOS,O,4369
49080,2020,B-TEMPO,4369
49082,11,O,4369
49083,Lugar,O,4369
49084,no,O,4369
49085,IV,O,4369
49086,do,O,4369
49087,Ranking,O,4369
49088,da,O,4369
49089,Cúpula,B-NOME_ORGANIZACAO,4369
49090,da,I-NOME_ORGANIZACAO,4369
49091,Cachaça,I-NOME_ORGANIZACAO,4369
49092,2012,B-TEMPO,4370
49094,1,O,4370
49096,o,O,4370
49097,Lugar,O,4370
49098,em,O,4370
49099,degustação,O,4370
49100,às,O,4370
49101,cegas,O,4370
49103,21ª,O,4370
49104,Expo,O,4370
49106,Cachaça,O,4370
49107,Dose,O,4370
49108,Dupla,O,4370
49109,2011,B-TEMPO,4371
49111,Silver,O,4371
49112,Medal,O,4371
49113,CONCOURS,O,4371
49114,MONDIAL,O,4371
49115,BRUXELLES,B-NOME_LOCAL,4371
49117,Spirit,O,4371
49118,Selection,O,4371
49120,Silver,O,4371
49121,Medal,O,4371
49122,2010,B-TEMPO,4372
49124,Gold,O,4372
49125,Medal,O,4372
49126,CONCOURS,O,4372
49127,MONDIAL,O,4372
49128,BRUXELLES,B-NOME_LOCAL,4372
49130,Spirit,O,4372
49131,Selection,O,4372
49133,Gold,O,4372
49134,Med,O,4372
49138,NOME,O,4374
49139,DA,O,4374
49140,CACHAÇA,O,4374
49142,Cachaça,O,4374
49143,Gatinha,B-NOME_BEBIDA,4374
49144,600,B-VOLUME,4374
49145,ML,I-VOLUME,4374
49147,Companheira,O,4374
49148,PREÇO,O,4375
49150,R$49,B-PRECO,4375
49151,",",I-PRECO,4375
49152,90,I-PRECO,4375
49153,DESCRIÇÃO,O,4376
49154,DA,O,4376
49155,CACHAÇA,O,4376
49157,Cachaça,O,4376
49158,Gatinha,B-NOME_BEBIDA,4376
49159,600,B-VOLUME,4376
49160,ML,I-VOLUME,4376
49162,Companheira,B-NOME_ORGANIZACAO,4376
49163,Cachaça,O,4376
49164,Companheira,B-NOME_BEBIDA,4376
49165,Gatinha,I-NOME_BEBIDA,4376
49166,Blend,B-CLASSIFICACAO_BEBIDA,4376
49167,de,O,4376
49168,Madeiras,O,4376
49169,600ml,B-VOLUME,4376
49170,Produzida,O,4376
49171,com,O,4376
49172,cana,O,4376
49173,selecionada,O,4376
49174,e,O,4376
49175,com,O,4376
49176,alto,O,4376
49177,teor,O,4376
49178,de,O,4376
49179,açúcar,O,4376
49181,a,O,4376
49182,Companheira,B-NOME_BEBIDA,4376
49183,Gatinha,I-NOME_BEBIDA,4376
49184,é,O,4376
49185,o,O,4376
49186,que,O,4376
49187,há,O,4376
49188,de,O,4376
49189,excelência,O,4376
49190,quando,O,4376
49191,o,O,4376
49192,assunto,O,4376
49193,é,O,4376
49194,blend,B-CLASSIFICACAO_BEBIDA,4376
49195,de,O,4376
49196,madeiras,O,4376
49198,O,O,4377
49199,Blend,B-CLASSIFICACAO_BEBIDA,4377
49200,de,O,4377
49201,Madeiras,O,4377
49202,é,O,4377
49203,composto,O,4377
49204,por,O,4377
49206,Cachaça,O,4377
49207,Envelhecida,O,4377
49208,em,O,4377
49209,Barris,B-RECIPIENTE_ARMAZENAMENTO,4377
49210,de,O,4377
49211,Carvalho,B-TIPO_MADEIRA,4377
49212,(,I-TIPO_MADEIRA,4377
49213,Americano,I-TIPO_MADEIRA,4377
49214,e,I-TIPO_MADEIRA,4377
49215,Europeu,I-TIPO_MADEIRA,4377
49216,),I-TIPO_MADEIRA,4377
49217,com,O,4377
49218,Cachaça,O,4377
49219,Armazenada,O,4377
49220,em,O,4377
49221,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,4377
49222,de,O,4377
49223,Imburana,B-TIPO_MADEIRA,4377
49224,e,O,4377
49225,Cachaça,O,4377
49226,Prata,B-CLASSIFICACAO_BEBIDA,4377
49227,Armazenada,O,4377
49228,em,O,4377
49229,Tonéis,B-RECIPIENTE_ARMAZENAMENTO,4377
49230,de,I-RECIPIENTE_ARMAZENAMENTO,4377
49231,Aço,I-RECIPIENTE_ARMAZENAMENTO,4377
49232,Inox,I-RECIPIENTE_ARMAZENAMENTO,4377
49234,Premiações,O,4378
49236,Medalha,O,4378
49237,de,O,4378
49238,Prata,O,4378
49239,na,O,4378
49240,Cacharitiba,O,4378
49242,2019,B-TEMPO,4378
49244,Medalha,O,4379
49245,de,O,4379
49246,Ouro,O,4379
49247,na,O,4379
49248,Expocachaça,O,4379
49250,2018,B-TEMPO,4379
49252,Origem,O,4380
49254,Jandaia,B-NOME_LOCAL,4380
49255,do,I-NOME_LOCAL,4380
49256,Sul,I-NOME_LOCAL,4380
49258,Paraná,B-NOME_LOCAL,4380
49259,Tipo,O,4380
49260,de,O,4380
49261,bebida,O,4380
49263,Cachaça,O,4380
49264,Gatinha,B-NOME_BEBIDA,4380
49265,Blend,B-CLASSIFICACAO_BEBIDA,4380
49266,de,O,4380
49267,Madeiras,O,4380
49268,Madeira,O,4380
49270,Carvalho,B-TIPO_MADEIRA,4380
49271,Americano,I-TIPO_MADEIRA,4380
49273,Carvalho,B-TIPO_MADEIRA,4380
49274,Europeu,I-TIPO_MADEIRA,4380
49276,Imburana,B-TIPO_MADEIRA,4380
49277,e,O,4380
49278,Tanque,B-RECIPIENTE_ARMAZENAMENTO,4380
49279,de,I-RECIPIENTE_ARMAZENAMENTO,4380
49280,Aço,I-RECIPIENTE_ARMAZENAMENTO,4380
49281,Inox,I-RECIPIENTE_ARMAZENAMENTO,4380
49283,Graduação,O,4381
49285,40%,B-GRADUACAO_ALCOOLICA,4381
49286,vol,O,4381
49288,Volume,O,4382
49290,670,B-VOLUME,4382
49291,ml,I-VOLUME,4382
49293,Tempo,O,4383
49294,de,O,4383
49295,Envelhecimento,O,4383
49297,4,B-TEMPO_ARMAZENAMENTO,4383
49298,anos,I-TEMPO_ARMAZENAMENTO,4383
49299,Carvalho,B-TIPO_MADEIRA,4383
49300,Americano,I-TIPO_MADEIRA,4383
49301,e,O,4383
49302,Carvalho,B-TIPO_MADEIRA,4383
49303,Europeu,I-TIPO_MADEIRA,4383
49305,2,B-TEMPO_ARMAZENAMENTO,4383
49306,Anos,I-TEMPO_ARMAZENAMENTO,4383
49307,Imburana,B-TIPO_MADEIRA,4383
49308,e,O,4383
49309,Tanque,B-RECIPIENTE_ARMAZENAMENTO,4383
49310,de,I-RECIPIENTE_ARMAZENAMENTO,4383
49311,aço,I-RECIPIENTE_ARMAZENAMENTO,4383
49312,Inox,I-RECIPIENTE_ARMAZENAMENTO,4383
49313,Volume,O,4384
49315,600,B-VOLUME,4384
49316,ML,I-VOLUME,4384
49317,RECIPIENTE,O,4385
49318,DE,O,4385
49319,ARMAZENAMENTO,O,4385
49321,Carvalho,B-TIPO_MADEIRA,4385
49322,Americano,I-TIPO_MADEIRA,4385
49324,Carvalho,B-TIPO_MADEIRA,4385
49325,Europeu,I-TIPO_MADEIRA,4385
49327,Imburana,B-TIPO_MADEIRA,4385
49328,e,O,4385
49329,Tanque,B-RECIPIENTE_ARMAZENAMENTO,4385
49330,de,I-RECIPIENTE_ARMAZENAMENTO,4385
49331,Aço,I-RECIPIENTE_ARMAZENAMENTO,4385
49332,Inox,I-RECIPIENTE_ARMAZENAMENTO,4385
49334,Graduação,O,4386
49336,40%,B-GRADUACAO_ALCOOLICA,4386
49337,vol,O,4386
49339,Volume,O,4387
49341,670,B-VOLUME,4387
49342,ml,I-VOLUME,4387
49344,LOCAL,O,4388
49345,DE,O,4388
49346,PRODUÇÃO,O,4388
49348,Jandaia,B-NOME_LOCAL,4388
49349,do,I-NOME_LOCAL,4388
49350,Sul,I-NOME_LOCAL,4388
49352,Paraná,B-NOME_LOCAL,4388
49353,TEMPO,O,4389
49354,DE,O,4389
49355,ARMAZENAMENTO,O,4389
49357,4,B-TEMPO_ARMAZENAMENTO,4389
49358,anos,I-TEMPO_ARMAZENAMENTO,4389
49359,Carvalho,B-TIPO_MADEIRA,4389
49360,Americano,I-TIPO_MADEIRA,4389
49361,e,O,4389
49362,Carvalho,B-TIPO_MADEIRA,4389
49363,Europeu,I-TIPO_MADEIRA,4389
49365,2,B-TEMPO_ARMAZENAMENTO,4389
49366,Anos,I-TEMPO_ARMAZENAMENTO,4389
49370,NOME,O,4391
49371,DA,O,4391
49372,CACHAÇA,O,4391
49374,Cachaça,O,4391
49375,Frazao,B-NOME_BEBIDA,4391
49376,Especial,O,4391
49377,Carvalho,B-TIPO_MADEIRA,4391
49378,750,B-VOLUME,4391
49379,ML,I-VOLUME,4391
49380,PREÇO,O,4392
49382,R$113,B-PRECO,4392
49383,",",I-PRECO,4392
49384,90,I-PRECO,4392
49385,DESCRIÇÃO,O,4393
49386,DA,O,4393
49387,CACHAÇA,O,4393
49389,Cachaça,O,4393
49390,Frazao,B-NOME_BEBIDA,4393
49391,Especial,O,4393
49392,Carvalho,B-TIPO_MADEIRA,4393
49393,750,B-VOLUME,4393
49394,ML,I-VOLUME,4393
49395,Origem,O,4393
49397,Pitangui,B-NOME_LOCAL,4393
49399,MG,B-NOME_LOCAL,4393
49400,Madeira,O,4393
49402,Carvalho,B-TIPO_MADEIRA,4393
49404,Grad,O,4394
49406,Alcoólica,O,4394
49408,42%,B-GRADUACAO_ALCOOLICA,4394
49409,Volume,O,4394
49411,670,B-VOLUME,4394
49412,ml,I-VOLUME,4394
49413,Cachaça,O,4394
49414,amarela,B-CARACTERISTICA_SENSORIAL_COR,4394
49416,no,O,4394
49417,paladar,O,4394
49419,traz,O,4394
49420,um,O,4394
49421,gosto,O,4394
49422,doce,B-CARACTERISTICA_SENSORIAL_SABOR,4394
49423,característica,O,4394
49424,da,O,4394
49425,madeira,O,4394
49426,carvalho,B-TIPO_MADEIRA,4394
49428,Retrogosto,O,4395
49429,agradável,O,4395
49430,e,O,4395
49431,doce,B-CARACTERISTICA_SENSORIAL_SABOR,4395
49433,Volume,O,4396
49435,750,B-VOLUME,4396
49436,ML,I-VOLUME,4396
49437,RECIPIENTE,O,4397
49438,DE,O,4397
49439,ARMAZENAMENTO,O,4397
49441,Carvalho,B-TIPO_MADEIRA,4397
49443,LOCAL,O,4398
49444,DE,O,4398
49445,PRODUÇÃO,O,4398
49447,Pitangui,B-NOME_LOCAL,4398
49449,MG,B-NOME_LOCAL,4398
49453,NOME,O,4400
49454,DA,O,4400
49455,CACHAÇA,O,4400
49457,Cachaça,O,4400
49458,Dom,B-NOME_BEBIDA,4400
49459,Tapparo,I-NOME_BEBIDA,4400
49460,Carvalho,B-TIPO_MADEIRA,4400
49461,3,B-TEMPO_ARMAZENAMENTO,4400
49462,Anos,I-TEMPO_ARMAZENAMENTO,4400
49463,700,B-VOLUME,4400
49464,ML,I-VOLUME,4400
49465,PREÇO,O,4401
49467,R$79,B-PRECO,4401
49468,",",I-PRECO,4401
49469,90,I-PRECO,4401
49470,DESCRIÇÃO,O,4402
49471,DA,O,4402
49472,CACHAÇA,O,4402
49474,Cachaça,O,4402
49475,Dom,B-NOME_BEBIDA,4402
49476,Tapparo,I-NOME_BEBIDA,4402
49477,Carvalho,B-TIPO_MADEIRA,4402
49478,3,B-TEMPO_ARMAZENAMENTO,4402
49479,Anos,I-TEMPO_ARMAZENAMENTO,4402
49480,700,B-VOLUME,4402
49481,ML,I-VOLUME,4402
49482,Origem,O,4402
49484,Mirassol,B-NOME_LOCAL,4402
49486,SP,B-NOME_LOCAL,4402
49487,Madeira,O,4402
49489,Carvalho,B-TIPO_MADEIRA,4402
49490,Envelhecimento,O,4402
49492,3,B-TEMPO_ARMAZENAMENTO,4402
49493,anos,I-TEMPO_ARMAZENAMENTO,4402
49494,Grad,O,4402
49496,Alcoólica,O,4403
49498,38%,B-GRADUACAO_ALCOOLICA,4403
49499,Volume,O,4403
49501,700ml,B-VOLUME,4403
49502,Cachaça,O,4403
49503,Premium,B-CLASSIFICACAO_BEBIDA,4403
49504,envelhecida,O,4403
49505,por,O,4403
49506,3,B-TEMPO_ARMAZENAMENTO,4403
49507,anos,I-TEMPO_ARMAZENAMENTO,4403
49508,em,O,4403
49509,barris,B-RECIPIENTE_ARMAZENAMENTO,4403
49510,de,O,4403
49511,carvalho,B-TIPO_MADEIRA,4403
49513,Marca,O,4404
49515,Dom,B-NOME_ORGANIZACAO,4404
49516,Tápparo,I-NOME_ORGANIZACAO,4404
49517,Alambique,B-NOME_ORGANIZACAO,4404
49518,Dom,I-NOME_ORGANIZACAO,4404
49519,Tápparo,I-NOME_ORGANIZACAO,4404
49521,Tudo,O,4404
49522,começou,O,4404
49523,como,O,4404
49524,um,O,4404
49525,hobby,O,4404
49527,A,O,4405
49528,empresa,O,4405
49529,foi,O,4405
49530,aberta,O,4405
49531,em,O,4405
49532,1978,B-TEMPO,4405
49533,por,O,4405
49534,José,B-NOME_PESSOA,4405
49535,Tápparo,I-NOME_PESSOA,4405
49536,e,O,4405
49538,no,O,4405
49539,início,O,4405
49541,a,O,4405
49542,ideia,O,4405
49543,era,O,4405
49544,só,O,4405
49545,vender,O,4405
49546,para,O,4405
49547,alguns,O,4405
49548,amigos,O,4405
49549,e,O,4405
49550,familiares,O,4405
49552,As,O,4406
49553,cachaças,O,4406
49554,foram,O,4406
49555,conquistando,O,4406
49556,as,O,4406
49557,pessoas,O,4406
49558,da,O,4406
49559,região,O,4406
49560,e,O,4406
49561,negócio,O,4406
49562,prosperou,O,4406
49564,“Meu,O,4407
49565,avô,O,4407
49566,começou,O,4407
49567,com,O,4407
49568,uma,O,4407
49569,produção,O,4407
49570,de,O,4407
49571,5,B-VOLUME,4407
49572,mil,I-VOLUME,4407
49573,litros,I-VOLUME,4407
49574,e,O,4407
49575,hoje,O,4407
49576,fazemos,O,4407
49577,600,B-VOLUME,4407
49578,mil”,O,4407
49580,diz,O,4407
49581,Giovanni,B-NOME_PESSOA,4407
49582,Tápparo,I-NOME_PESSOA,4407
49584,neto,O,4407
49585,do,O,4407
49586,fundador,O,4407
49588,Com,O,4408
49589,o,O,4408
49590,falecimento,O,4408
49591,de,O,4408
49592,José,B-NOME_PESSOA,4408
49593,em,O,4408
49594,2016,B-TEMPO,4408
49596,o,O,4408
49597,negócio,O,4408
49598,é,O,4408
49599,gerido,O,4408
49600,pelo,O,4408
49601,filho,O,4408
49602,Adenilson,B-NOME_PESSOA,4408
49603,e,O,4408
49604,pelos,O,4408
49605,três,O,4408
49606,netos,O,4408
49607,Giovanni,B-NOME_PESSOA,4408
49609,Bruno,B-NOME_PESSOA,4408
49610,e,O,4408
49611,Breno,B-NOME_PESSOA,4408
49613,Volume,O,4409
49615,700,B-VOLUME,4409
49616,ML,I-VOLUME,4409
49617,RECIPIENTE,O,4410
49618,DE,O,4410
49619,ARMAZENAMENTO,O,4410
49621,Carvalho,B-TIPO_MADEIRA,4410
49622,LOCAL,O,4411
49623,DE,O,4411
49624,PRODUÇÃO,O,4411
49626,Mirassol,B-NOME_LOCAL,4411
49628,SP,B-NOME_LOCAL,4411
49632,NOME,O,4413
49633,DA,O,4413
49634,CACHAÇA,O,4413
49636,Cachaça,O,4413
49637,Pinga,B-NOME_BEBIDA,4413
49638,Ni,I-NOME_BEBIDA,4413
49639,Mim,I-NOME_BEBIDA,4413
49640,Balsamo,B-TIPO_MADEIRA,4413
49641,700,B-VOLUME,4413
49642,ML,I-VOLUME,4413
49643,PREÇO,O,4414
49645,R$184,B-PRECO,4414
49646,",",I-PRECO,4414
49647,90,I-PRECO,4414
49648,DESCRIÇÃO,O,4415
49649,DA,O,4415
49650,CACHAÇA,O,4415
49652,Cachaça,O,4415
49653,Pinga,B-NOME_BEBIDA,4415
49654,Ni,I-NOME_BEBIDA,4415
49655,Mim,I-NOME_BEBIDA,4415
49656,Balsamo,B-TIPO_MADEIRA,4415
49657,700,B-VOLUME,4415
49658,ML,I-VOLUME,4415
49659,ORIGEM,O,4415
49661,Salinas,B-NOME_LOCAL,4415
49663,MG,B-NOME_LOCAL,4415
49664,Grad,O,4415
49666,Alc,O,4416
49668,40%,B-GRADUACAO_ALCOOLICA,4416
49669,Envelhecimento,O,4416
49671,2,B-TEMPO_ARMAZENAMENTO,4416
49672,ANOS,I-TEMPO_ARMAZENAMENTO,4416
49673,Madeira,O,4416
49675,Balsamo,B-TIPO_MADEIRA,4416
49676,A,O,4416
49677,Cachaça,O,4416
49678,Pinga,B-NOME_BEBIDA,4416
49679,Ni,I-NOME_BEBIDA,4416
49680,Mim,I-NOME_BEBIDA,4416
49681,produzida,O,4416
49682,em,O,4416
49683,homenagem,O,4416
49684,ao,O,4416
49685,grande,O,4416
49686,cantor,O,4416
49687,e,O,4416
49688,ator,O,4416
49689,Sergio,B-NOME_PESSOA,4416
49690,Reis,I-NOME_PESSOA,4416
49692,que,O,4416
49693,tem,O,4416
49694,a,O,4416
49695,música,O,4416
49696,como,O,4416
49697,marco,O,4416
49698,em,O,4416
49699,sua,O,4416
49700,carreira,O,4416
49702,Produzida,O,4417
49703,em,O,4417
49704,Salinas,B-NOME_LOCAL,4417
49706,MG,B-NOME_LOCAL,4417
49708,que,O,4417
49709,é,O,4417
49710,referência,O,4417
49711,na,O,4417
49712,produção,O,4417
49713,de,O,4417
49714,cachaças,O,4417
49715,de,O,4417
49716,qualidade,O,4417
49718,é,O,4417
49719,armazenada,O,4417
49720,por,O,4417
49721,dois,B-TEMPO_ARMAZENAMENTO,4417
49722,anos,I-TEMPO_ARMAZENAMENTO,4417
49723,em,O,4417
49724,barris,B-RECIPIENTE_ARMAZENAMENTO,4417
49725,de,O,4417
49726,Amburana,B-TIPO_MADEIRA,4417
49728,árvore,O,4417
49729,tipicamente,O,4417
49730,brasileira,O,4417
49732,Uma,O,4418
49733,cachaça,O,4418
49734,elegante,O,4418
49736,equilibrada,O,4418
49738,persistente,O,4418
49739,e,O,4418
49740,com,O,4418
49741,baixa,B-CARACTERISTICA_SENSORIAL_SABOR,4418
49742,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,4418
49744,sabor,O,4418
49745,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,4418
49746,e,O,4418
49747,aroma,O,4418
49748,com,O,4418
49749,notas,B-CARACTERISTICA_SENSORIAL_AROMA,4418
49750,de,I-CARACTERISTICA_SENSORIAL_AROMA,4418
49751,canela,I-CARACTERISTICA_SENSORIAL_AROMA,4418
49752,e,O,4418
49753,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,4418
49755,resultado,O,4418
49756,de,O,4418
49757,uma,O,4418
49758,profunda,O,4418
49759,análise,O,4418
49760,sensorial,O,4418
49761,e,O,4418
49762,exigente,O,4418
49763,padrão,O,4418
49764,de,O,4418
49765,qualidade,O,4418
49767,Harmonização,O,4419
49769,Peixes,O,4419
49771,frutos,O,4419
49772,do,O,4419
49773,mar,O,4419
49775,feijoada,O,4419
49776,ou,O,4419
49777,sobremesas,O,4419
49778,Volume,O,4420
49780,700,B-VOLUME,4420
49781,ML,I-VOLUME,4420
49782,RECIPIENTE,O,4421
49783,DE,O,4421
49784,ARMAZENAMENTO,O,4421
49786,Balsamo,B-TIPO_MADEIRA,4421
49787,LOCAL,O,4422
49788,DE,O,4422
49789,PRODUÇÃO,O,4422
49791,Salinas,B-NOME_LOCAL,4422
49793,MG,B-NOME_LOCAL,4422
49794,TEMPO,O,4423
49795,DE,O,4423
49796,ARMAZENAMENTO,O,4423
49798,2,B-TEMPO_ARMAZENAMENTO,4423
49799,ANOS,I-TEMPO_ARMAZENAMENTO,4423
49803,NOME,O,4425
49804,DA,O,4425
49805,CACHAÇA,O,4425
49807,Coquetel,O,4425
49808,de,O,4425
49809,Mel,B-NOME_BEBIDA,4425
49810,Dom,I-NOME_BEBIDA,4425
49811,Tápparo,I-NOME_BEBIDA,4425
49812,1,B-VOLUME,4425
49813,Litro,I-VOLUME,4425
49814,PREÇO,O,4426
49816,R$36,B-PRECO,4426
49817,",",I-PRECO,4426
49818,90,I-PRECO,4426
49819,DESCRIÇÃO,O,4427
49820,DA,O,4427
49821,CACHAÇA,O,4427
49823,Coquetel,O,4427
49824,de,O,4427
49825,Mel,B-NOME_BEBIDA,4427
49826,Dom,I-NOME_BEBIDA,4427
49827,Tápparo,I-NOME_BEBIDA,4427
49828,1,B-VOLUME,4427
49829,Litro,I-VOLUME,4427
49830,Origem,O,4427
49832,Mirassol,B-NOME_LOCAL,4427
49834,SP,B-NOME_LOCAL,4427
49835,Grad,O,4427
49837,Alcoólica,O,4428
49839,28,B-GRADUACAO_ALCOOLICA,4428
49840,",",I-GRADUACAO_ALCOOLICA,4428
49841,5%,I-GRADUACAO_ALCOOLICA,4428
49842,Volume,O,4428
49844,1000,B-VOLUME,4428
49845,ml,I-VOLUME,4428
49846,INFORMAÇÕES,O,4428
49847,DO,O,4428
49848,PRODUTO,O,4428
49849,Coquetel,O,4428
49850,de,O,4428
49851,Mel,O,4428
49852,com,O,4428
49853,cachaça,O,4428
49855,LOCAL,O,4429
49856,DE,O,4429
49857,PRODUÇÃO,O,4429
49859,Mirassol,B-NOME_LOCAL,4429
49861,SP,B-NOME_LOCAL,4429
49865,NOME,O,4431
49866,DA,O,4431
49867,CACHAÇA,O,4431
49869,Canelinha,B-NOME_BEBIDA,4431
49870,Kenga,I-NOME_BEBIDA,4431
49871,Dom,B-NOME_BEBIDA,4431
49872,Tápparo,I-NOME_BEBIDA,4431
49873,1L,B-VOLUME,4431
49874,PREÇO,O,4432
49876,R$31,B-PRECO,4432
49877,",",I-PRECO,4432
49878,90,I-PRECO,4432
49879,DESCRIÇÃO,O,4433
49880,DA,O,4433
49881,CACHAÇA,O,4433
49883,Canelinha,B-NOME_BEBIDA,4433
49884,Kenga,I-NOME_BEBIDA,4433
49885,Dom,B-NOME_BEBIDA,4433
49886,Tápparo,I-NOME_BEBIDA,4433
49887,1,B-VOLUME,4433
49888,Litro,I-VOLUME,4433
49889,Origem,O,4433
49891,Mirassol,B-NOME_LOCAL,4433
49893,SP,B-NOME_LOCAL,4433
49894,Grad,O,4433
49896,Alcoólica,O,4434
49898,28,B-GRADUACAO_ALCOOLICA,4434
49899,",",I-GRADUACAO_ALCOOLICA,4434
49900,5%,I-GRADUACAO_ALCOOLICA,4434
49901,Volume,O,4434
49903,1000,B-VOLUME,4434
49904,ml,I-VOLUME,4434
49905,Informações,O,4434
49906,do,O,4434
49907,Produto,O,4434
49909,Coquetel,O,4434
49910,de,O,4434
49911,Canela,O,4434
49912,com,O,4434
49913,cachaça,O,4434
49915,LOCAL,O,4435
49916,DE,O,4435
49917,PRODUÇÃO,O,4435
49919,Mirassol,B-NOME_LOCAL,4435
49921,SP,B-NOME_LOCAL,4435
49925,NOME,O,4437
49926,DA,O,4437
49927,CACHAÇA,O,4437
49929,Cachaça,O,4437
49930,com,O,4437
49931,Caju,O,4437
49932,e,O,4437
49933,Hortelã,O,4437
49934,Cajulã,B-NOME_BEBIDA,4437
49935,670,B-VOLUME,4437
49936,ML,I-VOLUME,4437
49937,PREÇO,O,4438
49939,R$49,B-PRECO,4438
49940,",",I-PRECO,4438
49941,90,I-PRECO,4438
49942,DESCRIÇÃO,O,4439
49943,DA,O,4439
49944,CACHAÇA,O,4439
49946,Cachaça,O,4439
49947,com,O,4439
49948,Caju,O,4439
49949,e,O,4439
49950,Hortelã,O,4439
49951,Cajulã,B-NOME_BEBIDA,4439
49952,670,B-VOLUME,4439
49953,ML,I-VOLUME,4439
49954,Bebida,O,4439
49955,Mista,O,4439
49956,com,O,4439
49957,Fruta,O,4439
49958,Origem,O,4439
49960,Senador,B-NOME_LOCAL,4439
49961,José,I-NOME_LOCAL,4439
49962,Bento,I-NOME_LOCAL,4439
49964,Minas,B-NOME_LOCAL,4439
49965,Gerais,I-NOME_LOCAL,4439
49966,Teor,O,4439
49967,Alcoólico,O,4439
49969,15,B-GRADUACAO_ALCOOLICA,4439
49970,%,I-GRADUACAO_ALCOOLICA,4439
49971,Volume,O,4439
49973,700,B-VOLUME,4439
49974,Ml,I-VOLUME,4439
49975,Uma,O,4439
49976,bebida,O,4439
49977,extremamente,O,4439
49978,refrescante,O,4439
49980,de,O,4439
49981,um,O,4439
49982,sabor,O,4439
49983,ímpar,O,4439
49985,100%,O,4439
49986,artesanal,O,4439
49988,produzido,O,4439
49989,com,O,4439
49990,cachaça,O,4439
49991,de,O,4439
49992,alambique,B-EQUIPAMENTO_DESTILACAO,4439
49994,Idel,O,4440
49995,consumir,O,4440
49996,bem,O,4440
49997,gelado,O,4440
49999,Freezer,O,4440
50001,Volume,O,4441
50003,670,B-VOLUME,4441
50004,ML,I-VOLUME,4441
50005,LOCAL,O,4442
50006,DE,O,4442
50007,PRODUÇÃO,O,4442
50009,Senador,B-NOME_LOCAL,4442
50010,José,I-NOME_LOCAL,4442
50011,Bento,I-NOME_LOCAL,4442
50013,Minas,B-NOME_LOCAL,4442
50014,Gerais,I-NOME_LOCAL,4442
50018,NOME,O,4444
50019,DA,O,4444
50020,CACHAÇA,O,4444
50022,Cachaça,O,4444
50023,Santa,B-NOME_BEBIDA,4444
50024,Martha,I-NOME_BEBIDA,4444
50025,Ouro,B-CLASSIFICACAO_BEBIDA,4444
50026,Grápia,B-TIPO_MADEIRA,4444
50027,670ML,B-VOLUME,4444
50028,PREÇO,O,4445
50030,R$59,B-PRECO,4445
50031,",",I-PRECO,4445
50032,90,I-PRECO,4445
50033,DESCRIÇÃO,O,4446
50034,DA,O,4446
50035,CACHAÇA,O,4446
50037,Cachaça,O,4446
50038,Santa,B-NOME_BEBIDA,4446
50039,Martha,I-NOME_BEBIDA,4446
50040,Ouro,B-CLASSIFICACAO_BEBIDA,4446
50041,Grápia,B-TIPO_MADEIRA,4446
50042,670ML,B-VOLUME,4446
50043,Origem,O,4446
50045,Ivoti,B-NOME_LOCAL,4446
50047,RS,B-NOME_LOCAL,4446
50048,Madeira,O,4446
50050,Grápia,B-TIPO_MADEIRA,4446
50051,Envelhecimento,O,4446
50053,1,B-TEMPO_ARMAZENAMENTO,4446
50054,ano,I-TEMPO_ARMAZENAMENTO,4446
50055,Grad,O,4446
50057,Alcoólica,O,4447
50059,38%,B-GRADUACAO_ALCOOLICA,4447
50060,Volume,O,4447
50062,670ml,B-VOLUME,4447
50063,A,O,4447
50064,Cachaça,O,4447
50065,Santa,B-NOME_BEBIDA,4447
50066,Martha,I-NOME_BEBIDA,4447
50068,envelhecida,O,4447
50069,por,O,4447
50070,1,B-TEMPO_ARMAZENAMENTO,4447
50071,ano,I-TEMPO_ARMAZENAMENTO,4447
50072,em,O,4447
50073,barris,B-RECIPIENTE_ARMAZENAMENTO,4447
50074,de,O,4447
50075,Grápia,B-TIPO_MADEIRA,4447
50077,Uma,O,4448
50078,cachaça,O,4448
50079,cor,O,4448
50080,amarelo,B-CARACTERISTICA_SENSORIAL_COR,4448
50081,palha,I-CARACTERISTICA_SENSORIAL_COR,4448
50083,no,O,4448
50084,paladar,O,4448
50085,tem,O,4448
50086,um,O,4448
50087,sabor,O,4448
50088,amadeirado,B-CARACTERISTICA_SENSORIAL_SABOR,4448
50089,e,O,4448
50090,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,4448
50092,com,O,4448
